,budget (in Million),original_language,runtime,title,movie_id,preprocessed_overview,overview,rating,preprocessed_keywords,preprocessed_genres,preprocessed_cast,preprocessed_director,preprocessed_producer,preprocessed_spoken_languages,preprocessed_production_companies,preprocessed_production_countries,preprocessed_producer_director
628,70,en,169.0,Saving Private Ryan,857,us troop storm beach normandi three brother lie dead battlefield fourth trap behind enemi line ranger captain john miller seven men task penetr germanheld territori bring boy home,as us troops storm the beaches of normandy three brothers lie dead on the battlefield with a fourth trapped behind enemy lines ranger captain john miller and seven men are tasked with penetrating germanheld territory and bringing the boy home,7.9,war-crimes self-sacrifice war-veteran world-war-ii war-ship airplane bravery normandy parachute troops waffen-ss omaha-beach army cowardice american-flag war-memorial deserted-town military 1940s,drama history war,tom-hanks matt-damon vin-diesel tom-sizemore barry-pepper,steven-spielberg,gary-levinsohn steven-spielberg mark-gordon ian-bryce,Český Deutsch English Français,paramount-pictures dreamworks-skg,United-States-of-America,gary-levinsohn steven-spielberg mark-gordon ian-bryce
629,66,en,130.0,Need for Speed,136797,film revolv around local streetrac partner rich arrog busi associ find frame colleagu sent prison get join new yorktolo angel race get reveng expartn learn scheme put massiv bounti racer head forc run crosscountri gauntlet illeg racer manner supercharg vehicl,the film revolves around a local streetracer who partners with a rich and arrogant business associate only to find himself framed by his colleague and sent to prison after he gets out he joins a new yorktolos angeles race to get revenge but when the expartner learns of the scheme he puts a massive bounty on the racers head forcing him to run a crosscountry gauntlet of illegal racers in all manner of supercharged vehicles,6.1,street-race super-cars super-speed car based-on-video-game duringcreditsstinger 3d,action crime drama thriller,aaron-paul dominic-cooper imogen-poots rami-malek ramón-rodríguez,scott-waugh,mark-sourian john-gatins patrick-o’brien,English,dreamworks-skg reliance-entertainment,Philippines United-States-of-America United-Kingdom France,mark-sourian john-gatins patrick-o’brien scott-waugh
630,70,en,127.0,What Women Want,3981,advertis execut nick marshal cocki come happen chauvinist guy suddenli hear women think nick get pass promot accid enabl hear women thought put newfound talent work darci new boss seem infatu,advertising executive nick marshall is as cocky as they come but what happens to a chauvinistic guy when he can suddenly hear what women are thinking nick gets passed over for a promotion but after an accident enables him to hear womens thoughts he puts his newfound talent to work against darcy his new boss who seems to be infatuated with him,6.1,women telepathy supernatural-powers advertising-executive woman-director,comedy romance,helen-hunt mel-gibson marisa-tomei lauren-holly mark-feuerstein,nancy-meyers,bruce-davey nancy-meyers susan-cartsonis matt-williams gina-matthews,English Français,paramount-pictures centropolis-entertainment,United-States-of-America,bruce-davey nancy-meyers susan-cartsonis matt-williams gina-matthews
631,59,en,81.0,Ice Age,425,impend ice age almost upon mismatch trio prehistor critter manni woolli mammoth diego sabertooth tiger sid giant sloth find orphan infant decid return human parent along way unlik alli becom friend enemi attack quest take far nobler aim,with the impending ice age almost upon them a mismatched trio of prehistoric critters  manny the woolly mammoth diego the sabertoothed tiger and sid the giant sloth  find an orphaned infant and decide to return it to its human parents along the way the unlikely allies become friends but when enemies attack their quest takes on far nobler aims,7.1,human-evolution parents-kids-relationship squirrel ice loss-of-child mammoth sloth dying-and-death stone-age prehistoric saber-toothed-tiger cavemen prehistoric-creature prehistoric-adventure prehistoric-times prehistoric-man,animation comedy family adventure,ray-romano john-leguizamo denis-leary goran-visnjic jack-black,chris-wedge,lori-forte,English,twentieth-century-fox-film-corporation blue-sky-studios,United-States-of-America,lori-forte chris-wedge
632,68,en,136.0,Dreamcatcher,6171,four boyhood pal perform heroic act chang power gain return year later hunt trip main wood theyr overtaken viciou blizzard harbor omin presenc challeng stop alien forc friend must first prevent slaughter innoc civilian militari vigilant overcom threat bond unit four,four boyhood pals perform a heroic act and are changed by the powers they gain in return years later on a hunting trip in the maine woods theyre overtaken by a vicious blizzard that harbors an ominous presence challenged to stop an alien force the friends must first prevent the slaughter of innocent civilians by a military vigilante  and then overcome a threat to the bond that unites the four of them,5.3,religion-and-supernatural,drama horror science-fiction thriller,morgan-freeman thomas-jane jason-lee damian-lewis timothy-olyphant,lawrence-kasdan,lawrence-kasdan charles-okun,English,village-roadshow-pictures castle-rock-entertainment,United-States-of-America,lawrence-kasdan charles-okun
633,65,en,149.0,Lincoln,72976,reveal drama focus 16th presid tumultu final month offic nation divid war strong wind chang lincoln pursu cours action design end war unit countri abolish slaveri moral courag fierc determin succeed choic critic moment chang fate gener come,a revealing drama that focuses on the 16th presidents tumultuous final months in office in a nation divided by war and the strong winds of change lincoln pursues a course of action designed to end the war unite the country and abolish slavery with the moral courage and fierce determination to succeed his choices during this critical moment will change the fate of generations to come,6.7,usa-president speech battlefield family-conflict mourning american-civil-war cultural-conflict based-on-true-events battle-of-gettysburg secession presidential-cabinet gettysburg-address conflagration ethical-dilemma emancipation abraham-lincoln,history drama,daniel-day-lewis sally-field david-strathairn joseph-gordon-levitt james-spader,steven-spielberg,steven-spielberg kathleen-kennedy,English,dreamworks amblin-entertainment,India United-States-of-America,steven-spielberg kathleen-kennedy
634,63,en,136.0,The Matrix,603,set 22nd centuri matrix tell stori comput hacker join group underground insurg fight vast power comput rule earth,set in the 22nd century the matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth,8.0,saving-the-world artificial-intelligence man-vs-machine philosophy prophecy martial-arts self-sacrifice fight insurgence virtual-reality dystopia truth cyberpunk woman-director messiah gnosticism,action science-fiction,keanu-reeves laurence-fishburne carrie-anne-moss hugo-weaving gloria-foster,lilly-wachowski,joel-silver,English,village-roadshow-pictures groucho-ii-film-partnership,Australia United-States-of-America,joel-silver lilly-wachowski
635,52,en,140.0,Apollo 13,568,true stori technic troubl scuttl apollo 13 lunar mission 1971 risk live astronaut jim lovel crew fail journey turn thrill saga heroism drift 200000 mile earth astronaut work furious ground crew avert tragedi,the true story of technical troubles that scuttle the apollo 13 lunar mission in 1971 risking the lives of astronaut jim lovell and his crew with the failed journey turning into a thrilling saga of heroism drifting more than 200000 miles from earth the astronauts work furiously with the ground crew to avert tragedy,7.3,moon florida nasa spaceman race-against-time houston based-on-true-story space rescue survival disaster explosion astronaut imax saturn-v-rocket courage hypothermia apollo-program cape-kennedy lunar-mission spacecraft-accident,drama,tom-hanks bill-paxton kevin-bacon gary-sinise ed-harris,ron-howard,brian-grazer,English,imagine-entertainment universal-pictures,United-States-of-America,brian-grazer ron-howard
636,65,en,104.0,The Santa Clause 2,9021,better watch big guy red come town time scott calvin also known santa clau find there obscur claus contract requir take wife leav north pole fulfil oblig els hell forc give yuletid gig,better watch out the big guy in red is coming to town once again this time scott calvin  also known as santa claus  finds out theres an obscure clause in his contract requiring him to take on a wife he has to leave the north pole to fulfill his obligations or else hell be forced to give up his yuletide gig,5.5,holiday christmas-party home santa-claus magic toy wish son sequel saving-christmas christmas,fantasy comedy family,tim-allen elizabeth-mitchell david-krumholtz eric-lloyd spencer-breslin,michael-lembeck,jeffrey-silver robert-f.-newmyer brian-reilly,English,walt-disney-pictures outlaw-productions,United-States-of-America,jeffrey-silver robert-f.-newmyer brian-reilly michael-lembeck
637,61,en,157.0,Les Misérables,82695,adapt success stage music base victor hugo classic novel set 19thcenturi franc parol prison name jean valjean seek redempt,an adaptation of the successful stage musical based on victor hugos classic novel set in 19thcentury france in which a paroled prisoner named jean valjean seeks redemption,7.1,france robbery brothel mayor star musical arrest army rebellion wedding falling-in-love corpse parole convict girl-disguised-as-boy,drama music romance,hugh-jackman russell-crowe anne-hathaway amanda-seyfried sacha-baron-cohen,tom-hooper,tim-bevan eric-fellner cameron-mackintosh,English,universal-pictures relativity-media,United-Kingdom United-States-of-America,tim-bevan eric-fellner cameron-mackintosh tom-hooper
